9.221978823334322442e+03,3.036257058429282159e+06,9.609572634515261313e+01
9.658832241158708712e+03,2.525488187093609478e+06,9.613488424908504726e+01
1.011637979766206990e+04,2.559170845151696354e+06,7.831321632183504278e+01
1.059560179277614770e+04,1.970937195979353040e+06,8.652902818492390224e+01
1.109752496412072105e+04,1.921987401767385425e+06,9.482214022580264157e+01
1.162322468679851772e+04,2.451171102837701794e+06,8.871973047721267847e+01
1.217382727739662005e+04,1.475831303878790233e+06,7.458135021602063830e+01
1.275051240713012885e+04,1.740803724073337158e+06,9.538974877792517759e+01
1.335451562929897409e+04,1.754473625426707556e+06,9.032099570611305239e+01
1.398713102647238702e+04,1.267499093292905483e+06,9.922603498036242797e+01
1.464971398307284835e+04,1.392547081095579080e+06,9.150324916265971353e+01
1.534368408930013175e+04,1.171886544040154433e+06,8.953428213148133352e+01
1.607052818261638458e+04,1.480972400632316712e+06,7.830106302230211668e+01
1.683180353330955040e+04,1.310262437068211846e+06,1.073431538014083770e+02
1.762914118095947924e+04,8.653032941808383912e+05,9.366124055973185136e+01
1.846424942895542699e+04,1.482694963320360985e+06,9.665634405319592304e+01
1.933891750455232250e+04,1.203753087419938529e+06,9.592741907705017468e+01
2.025501939230666540e+04,1.074390175664236071e+06,9.809909174336793569e+01
2.121451784910627612e+04,1.110051184046553681e+06,1.000153534678389633e+02
2.221946860939523685e+04,1.118838590295856353e+06,9.127481923332599933e+01
2.327202478960407461e+04,1.000122329550146358e+06,8.849224878872817612e+01
2.437444150122221617e+04,9.013969040307898540e+05,9.254891206299994622e+01
2.552908068239516433e+04,7.697535847216402180e+05,8.750120732580033689e+01
2.673841615839943915e+04,7.840334718478258001e+05,9.129869619784746249e+01
2.800503894183630837e+04,8.406162634447743185e+05,8.508981199340244927e+01
2.933166278390042498e+04,8.414379842102822149e+05,8.363397001404871389e+01
3.072112998861759115e+04,1.018276946673728176e+06,8.331424093885787840e+01
3.217641750250735276e+04,7.596562283801506273e+05,7.594369959788126323e+01
3.370064329271925089e+04,6.045182975496032741e+05,9.466146234073066523e+01
3.529707302730649826e+04,6.873726582058314234e+05,9.619388585057767216e+01
3.696912707195032272e+04,6.263296731192572042e+05,7.895693337716717508e+01
3.872038781812557136e+04,5.840762477547378512e+05,9.162987538515569952e+01
4.055460735840827692e+04,5.407914040202698670e+05,8.740910135802646153e+01
4.247571552536894160e+04,4.980836797864724649e+05,8.750568702389708164e+01
4.448782831127585087e+04,5.432241918811973883e+05,7.933701089084233615e+01
4.659525668664686964e+04,5.080063094226380344e+05,7.514109973534483800e+01
4.880251583654433489e+04,4.665686524369813269e+05,8.762463138188027756e+01
5.111433483440165583e+04,3.970803848942608456e+05,9.572029642307056463e+01
5.353566677410718694e+04,4.341044471066206461e+05,7.790606870053102284e+01
5.607169938205458311e+04,3.711373252255584230e+05,8.695209561255869346e+01
5.872786613189488708e+04,4.190404060693040956e+05,9.119647491380449367e+01
6.150985788580504595e+04,3.551362692557880655e+05,8.277311654875428815e+01
6.442363508721370454e+04,3.853039841933270800e+05,9.450206499000690030e+01
6.747544053110685491e+04,4.174130382981551229e+05,8.523900440463003747e+01
7.067181273927491566e+04,3.511132779918675660e+05,9.571979183602779528e+01
7.401959996915652300e+04,3.947184081813768134e+05,8.813204395218166098e+01
7.752597488629464351e+04,3.135612132437683758e+05,9.321757801895994078e+01
8.119844993184009218e+04,2.914112186502304394e+05,9.566793716212681886e+01
8.504489341802668059e+04,2.730075563746455591e+05,9.434286272987446864e+01
8.907354638610439724e+04,2.725230677382434951e+05,8.872891026603907960e+01
9.329304026284696010e+04,2.280248648753111775e+05,8.179995796342997494e+01
9.771241535346501041e+04,2.392734648702626291e+05,8.970340400037902384e+01
1.023411402105452726e+05,2.384134992833481228e+05,9.545512443939730929e+01
1.071891319205126492e+05,2.172377557088187023e+05,9.308835985741001195e+01
1.122667773510813568e+05,2.095087604377083771e+05,8.897310851079238603e+01
1.175849554052158201e+05,2.225147672953966539e+05,8.778760420546295506e+01
1.231550603292826127e+05,1.975821716583789675e+05,8.631244386432570082e+01
1.289890261253308126e+05,1.845067846824761655e+05,9.255234451832149034e+01
1.350993521198024973e+05,1.970407673534568748e+05,8.698749316631842987e+01
1.414991297434575972e+05,1.871620574063175882e+05,9.899111630083035607e+01
1.482020705798859999e+05,1.564081036617527134e+05,8.921792245157070056e+01
1.552225357427047857e+05,1.532211770639655588e+05,8.227672027651945541e+01
1.625755666443793452e+05,1.441104712281960237e+05,8.386234525661799921e+01
1.702769172225897782e+05,1.516518212396387535e+05,9.590954406248285125e+01
1.783430876931909297e+05,1.379843545321635029e+05,9.152311135751126869e+01
1.867913599020784604e+05,1.342589345014337741e+05,8.296971650395299491e+01
1.956398343517064932e+05,1.301622325763700792e+05,9.008021870056121827e+01
2.049074689815845923e+05,1.063849227412323380e+05,7.966165923777823821e+01
2.146141197858401574e+05,1.210134137434659351e+05,9.798975201846616301e+01
2.247805833548725350e+05,1.094210164575064118e+05,9.094378937522434114e+01
2.354286414322420314e+05,1.052470015128901578e+05,9.381175065203683516e+01
2.465811075822603889e+05,1.059480538549479388e+05,9.015203387326459961e+01
2.582618760682674765e+05,9.666498082012686064e+04,8.844179246353002100e+01
2.704959730463131564e+05,1.050448467102690483e+05,9.577736510301812700e+01
2.833096101839324110e+05,8.918847453928970208e+04,8.411646439047797230e+01
2.967302408188872505e+05,7.829777385539801617e+04,8.704032328997311652e+01
3.107866187782014022e+05,7.454302241595063242e+04,8.996169106763389323e+01
3.255088599835056229e+05,6.775856040441138612e+04,9.271564500809084564e+01
3.409285069746807567e+05,7.289735473531631578e+04,9.228857783424285799e+01
3.570785964900462423e+05,6.700923119928951201e+04,9.020247922061047063e+01
3.739937302478801575e+05,6.372035112216211564e+04,9.044473019706180139e+01
3.917101490809260868e+05,6.403115428630611132e+04,8.410298585164403562e+01
4.102658105827190448e+05,5.969513002929394133e+04,9.338633413587056964e+01
4.297004704320835299e+05,5.350050908390811674e+04,9.061172960923869368e+01
4.500557675700497348e+05,5.425134586718138598e+04,8.901247014854139650e+01
4.713753134116728907e+05,5.595383313886158430e+04,9.098998744126438964e+01
4.937047852839003899e+05,4.675941230895020271e+04,9.078731483597070451e+01
5.170920242896755226e+05,4.979347052334892214e+04,9.316845098205577358e+01
5.415871378079465358e+05,4.740745030090279761e+04,9.160800540636491007e+01
5.672426068491977639e+05,4.410488132148307341e+04,8.937483265254998344e+01
5.941133984965039417e+05,4.131864498541193461e+04,9.200267816642508478e+01
6.222570836730231531e+05,4.038532828574437008e+04,9.315411268566894876e+01
6.517339604882419808e+05,3.848478852008088870e+04,8.920700366743713516e+01
6.826071834272379056e+05,3.715730342087338067e+04,9.242663782748057599e+01
7.149428986597576877e+05,3.512394009152408398e+04,8.880092666731977147e+01
7.488103857590029947e+05,3.200587661873596153e+04,9.629235423155218143e+01
7.842822061337681953e+05,3.154951179146688082e+04,9.233632421329895124e+01
8.214343584919421701e+05,2.993550109583723679e+04,9.251628423331335682e+01
8.603464416684492026e+05,2.868788292384192755e+04,8.982773246808383760e+01
9.011018251665018033e+05,2.637654044492957109e+04,9.085886257768721919e+01
9.437878277775391471e+05,2.577407885528971747e+04,9.130149021487925154e+01
9.884959046625585761e+05,2.586783195953465474e+04,9.000247389005541265e+01
1.035321843295661616e+06,2.408157234973557206e+04,9.053418477143614496e+01
1.084365968689610949e+06,2.258056195259655578e+04,9.021154362005704286e+01
1.135733358343105065e+06,2.108167108870416996e+04,9.070741229311771292e+01
1.189534067370320670e+06,2.063133201942068263e+04,9.167819385175435798e+01
1.245883364295008127e+06,1.956863270567557993e+04,9.123481856846895255e+01
1.304901978014401626e+06,1.845191238134478772e+04,9.053717111804417073e+01
1.366716356462007388e+06,1.783594607401945177e+04,9.123000045494670474e+01
1.431458937523478642e+06,1.685238499885565761e+04,9.169501373530442834e+01
1.499268432786047226e+06,1.607172642551671379e+04,9.081321986389477274e+01
1.570290124729377450e+06,1.554448763373524162e+04,9.004935878699602370e+01
1.644676177994662663e+06,1.461220251634080887e+04,9.093823047777603108e+01
1.722585965398787521e+06,1.392293170244682187e+04,9.163336145504747776e+01
1.804186409392071888e+06,1.350044041289096458e+04,9.141577732695974134e+01
1.889652339691211469e+06,1.281002095276708496e+04,9.169519528545760068e+01
1.979166867853557458e+06,1.216651668234239332e+04,9.196168878859238305e+01
2.072921779595369939e+06,1.166639090921539173e+04,9.112687504974530839e+01
2.171117945694505237e+06,1.116191554825484673e+04,9.164533538349162711e+01
2.273965752357927617e+06,1.062500412502188192e+04,9.085772750521512364e+01
2.381685551976160612e+06,1.021836382785297246e+04,9.098011273643004415e+01
2.494508135230316781e+06,9.847496078624471920e+03,9.114699485248512190e+01
2.612675225563326385e+06,9.319494039789855378e+03,9.091388144502062119e+01
2.736439997074672021e+06,8.947052167870433550e+03,9.129281652384017320e+01
2.866067616948250216e+06,8.460774675678823769e+03,9.135619562178372632e+01
3.001835813575591892e+06,8.141250948371921368e+03,9.096496770946136223e+01
3.144035471591500100e+06,7.751040129360344508e+03,9.136380617747018107e+01
3.292971255097148009e+06,7.447536744677484421e+03,9.125982590265297745e+01
3.448962260405759793e+06,7.138721934735730429e+03,9.135735753898607925e+01
3.612342699709430337e+06,6.812494117397890477e+03,9.151030279191385830e+01
3.783462617131932639e+06,6.506138476852258464e+03,9.111154763200677564e+01
3.962688638701478019e+06,6.255010336976762119e+03,9.128221785565814628e+01
4.150404757850472350e+06,5.966256115822986430e+03,9.155236332757830553e+01
4.347013158125026152e+06,5.722132599641530760e+03,9.152066281284608351e+01
4.552935074866947718e+06,5.447952856845183305e+03,9.145735586332646960e+01
4.768611697714474052e+06,5.233164642683204875e+03,9.122620830637089284e+01
4.994505115855139680e+06,4.977958468866570911e+03,9.122805216458861821e+01
5.231099308056258596e+06,4.771710488580744823e+03,9.099380005996238197e+01
5.478901179593944922e+06,4.569160816271904878e+03,9.090945496862536856e+01
5.738441648302393034e+06,4.355800369424198834e+03,9.103868769110074766e+01
6.010276782070388086e+06,4.173252116322721122e+03,9.062281604038234661e+01
6.294988990221887827e+06,3.979560618930504461e+03,9.064182337981600313e+01
6.593188271333541721e+06,3.781330408835409344e+03,9.037823403309415937e+01
6.905513520162330940e+06,3.621690892944840016e+03,9.015266757648512908e+01
7.232633896483534016e+06,3.442010153170555441e+03,9.009495569202891829e+01
7.575250258771920577e+06,3.287049721206436516e+03,8.958920307648551784e+01
7.934096665797491558e+06,3.123053186305840882e+03,8.934649034335457429e+01
8.309941949353386648e+06,2.961095545379919713e+03,8.881464261541934491e+01
8.703591361485166475e+06,2.820274621117242532e+03,8.834526652034340088e+01
9.115888299750836566e+06,2.666573868119501185e+03,8.778293428248116470e+01
9.547716114208066836e+06,2.525569529459604837e+03,8.696952299583448109e+01
1.000000000000000000e+07,2.372890303615631183e+03,8.619117698006367334e+01
