1.000000000000000000e+03,1.254307985246350430e+07,7.519571903889530518e+01
1.047370897959449849e+03,7.965300047751745209e+06,-1.035997306245781147e+01
1.096985797892383971e+03,8.642720561954032630e+06,1.979305207134973799e+01
1.148951000187308637e+03,1.545262008236380853e+07,-8.046988285061836166e+00
1.203377840777589199e+03,6.757156690242721699e+06,-3.158893372534414823e+01
1.260382929679727340e+03,1.268498380352303758e+07,7.105625772033985754e+01
1.320088400831418085e+03,1.126092094353199378e+07,5.962135323503851225e+01
1.382622173764656281e+03,7.760163184929083101e+06,1.471792214518249580e+02
1.448118227674533046e+03,6.435786678304191679e+06,1.490559684152642035e+02
1.516716888470922640e+03,1.612395628017190844e+07,7.158942840054551482e+01
1.588565129428052614e+03,1.724690420463423058e+07,1.508113331854073635e+02
1.663816886076129094e+03,2.460944420438810438e+07,1.637872766952127677e+02
1.742633386009650849e+03,1.515684975031550229e+07,-3.195323819882676020e+01
1.825183494319042438e+03,1.396352063755124435e+07,1.392924300945052778e+02
1.911644075385701626e+03,7.750063883790682070e+06,1.389530404436984270e+02
2.002200371815584504e+03,5.649820988635927439e+06,1.377862973495290930e+02
2.097046401323232658e+03,6.047458244401085190e+06,1.003190187992957476e+02
2.196385372416546943e+03,7.256690660279385746e+06,5.758830074701847224e+01
2.300430119772916896e+03,7.195528192576578818e+06,1.138198341146680121e+02
2.409403560239524268e+03,5.791031829382920638e+06,1.166110183162926290e+02
2.523539170434765765e+03,1.174199122020397335e+07,1.036545274607092182e+02
2.643081486974105701e+03,6.830654908172083087e+06,1.416897111475398958e+02
2.768286630392066400e+03,7.132299147282031365e+06,7.441229528683764727e+01
2.899422853882875188e+03,8.976570000427497551e+06,1.188843150606942913e+02
3.036771118035457221e+03,9.932177918506070971e+06,9.323587644575570721e+01
3.180625692794119004e+03,8.826192879552615806e+06,8.583635626631945570e+01
3.331294787934673423e+03,5.555772743780995719e+06,6.003978410849562408e+01
3.489101213406773695e+03,4.905309181976689026e+06,9.298186965817325245e+01
3.654383070957254404e+03,5.494523925567111000e+06,9.275212004234964525e+01
3.827494478516311119e+03,7.977967105010800064e+06,7.452745999761258133e+01
4.008806328898464471e+03,4.796055847031403333e+06,1.079967315387561939e+02
4.198707084443910389e+03,7.746450651062098332e+06,1.255531046738556569e+02
4.397603609302721452e+03,4.778195340114801191e+06,9.090069489239118639e+01
4.605922041145103321e+03,3.031634628554680850e+06,9.766771319828053777e+01
4.824108704165369090e+03,4.442184110379228368e+06,8.226215687646293873e+01
5.052631065335679523e+03,2.922524173625983298e+06,7.556295261749646386e+01
5.291978735958441575e+03,3.595324457072535995e+06,7.863714902367071602e+01
5.542664520663107396e+03,5.951502359609316103e+06,8.392936463238254419e+01
5.805225516094895283e+03,2.826744298078861088e+06,9.204081802689182723e+01
6.080224261649426808e+03,2.828079538601025939e+06,9.705790647624330347e+01
6.368249944718586448e+03,3.220069002332117874e+06,9.770946411543593513e+01
6.669919663030122138e+03,3.142889235527784098e+06,9.450434808414405552e+01
6.985879746785249154e+03,3.668729811491378583e+06,1.093668264257774894e+02
7.316807143427192386e+03,2.145399080276582390e+06,9.914437230588225702e+01
7.663410868007462341e+03,3.485573049360489007e+06,1.061384584143375207e+02
8.026433522257173536e+03,2.974896281053261831e+06,9.511811948247084558e+01
8.406652885618324945e+03,2.507495198296474293e+06,1.013965304676496686e+02
8.804883581643463913e+03,2.155091776570191607e+06,8.937886681245944942e+01
